web-scraper-order,web-scraper-start-url,Mouton_Links,Mouton_Links-href,Nom,Price,Addresse,Lien_image
"1738978857-362","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3226450","Mouton","145 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1738978860-363","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3226456","Mouton","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1738978863-364","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3226810","Mouton","150 000 CFA","Dakar, Sénégal",""
"1738978867-365","https://sn.coinafrique.com/categorie/moutons?page=6","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3227147","Moutons","150 000 CFA","Mbao, Dakar, Sénégal",""
"1738978870-366","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3227288","Mouton","350 000 CFA","Yoff, Dakar, Sénégal",""
"1738978874-367","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3228191","Mouton","300 CFA","Guediawaye, Dakar, Sénégal",""
"1738978877-368","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3228411","Mouton","130 000 CFA","Yoff, Dakar, Sénégal",""
"1738978880-369","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton métisse Ladoum - Azawatte","https://sn.coinafrique.com/annonce/moutons/mouton-metisse-ladoum-azawatte-3228766","Mouton métisse Ladoum - Azawatte","500 000 CFA","Thies, Sénégal",""
"1738978884-370","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3229226","Mouton","275 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1738978887-371","https://sn.coinafrique.com/categorie/moutons?page=6","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3230370","Moutons","130 000 CFA","Yoff, Dakar, Sénégal",""
"1738978891-372","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum Azawatt","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-azawatt-3231482","Mouton Ladoum Azawatt","270 000 CFA","Dakar, Sénégal",""
"1738978894-373","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-tabaski-3231584","Mouton tabaski","200 CFA","Ouakam, Dakar, Sénégal",""
"1738978898-374","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3231711","Mouton Ladoum","250 000 CFA","Dakar, Sénégal",""
"1738978901-375","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3232750","Mouton","135 CFA","Guediawaye, Dakar, Sénégal",""
"1738978904-376","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3233334","Mouton","180 000 CFA","Dakar, Sénégal",""
"1738978907-377","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3234200","Mouton","160 000 CFA","Dakar, Sénégal",""
"1738978910-378","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3234203","Mouton","160 000 CFA","Dakar, Sénégal",""
"1738978913-379","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3234206","Mouton","160 000 CFA","Dakar, Sénégal",""
"1738978917-380","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3234211","Mouton","160 000 CFA","Dakar, Sénégal",""
"1738978920-381","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3234604","Mouton","400 000 CFA","Grand Yoff, Dakar, Sénégal",""
"1738978925-382","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3235086","Mouton","250 000 CFA","Guediawaye, Dakar, Sénégal",""
"1738978929-383","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3235588","Mouton","180 000 CFA","Cambérène, Dakar, Sénégal",""
"1738978932-384","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3235834","Mouton","160 000 CFA","Yoff, Dakar, Sénégal",""
"1738978935-385","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3235838","Mouton","280 000 CFA","Yoff, Dakar, Sénégal",""
"1738978939-386","https://sn.coinafrique.com/categorie/moutons?page=6","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3236139","Moutons","Prix sur demande","Dakar, Sénégal",""
"1738978944-387","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3236341","Mouton","130 000 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1738978948-388","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3236859","Mouton","Prix sur demande","Colobane, Dakar, Sénégal",""
"1738978950-389","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3256042","Mouton Ladoum","800 CFA","Dakar, Sénégal",""
"1738978954-390","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3256366","Mouton","350 000 CFA","Louga, Sénégal",""
"1738978957-391","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3262861","Mouton Ladoum","1 200 000 CFA","Dakar, Sénégal",""
"1738978962-392","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3263932","Mouton Ladoum","800 000 CFA","Kaolack, Sénégal",""
"1738978965-393","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3264122","Mouton Ladoum","800 000 CFA","Kaolack, Sénégal",""
"1738978969-394","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3265343","Mouton Ladoum","400 000 CFA","Dakar, Sénégal",""
"1738978972-395","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3273519","Mouton Ladoum","700 000 CFA","Kaolack, Sénégal",""
"1738978975-396","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3277039","Mouton","800 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1738978979-397","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3277445","Mouton","850 000 CFA","Thies, Sénégal",""
"1738978982-398","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3279053","Mouton ladoum","500 CFA","Pikine, Sénégal",""
"1738978985-399","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3290373","Mouton Ladoum","350 000 CFA","Cambérène, Dakar, Sénégal",""
"1738978989-400","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3294990","Mouton","450 000 CFA","Dakar, Sénégal",""
"1738978992-401","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3301458","Mouton","350 000 CFA","Grand Yoff, Dakar, Sénégal",""
"1738978996-402","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3305034","Mouton Ladoum","Prix sur demande","Rufisque, Sénégal",""
"1738978999-403","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton métisse","https://sn.coinafrique.com/annonce/moutons/mouton-metisse-3305705","Mouton métisse","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1738979003-404","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3307175","Mouton Ladoum","250 000 CFA","Dakar, Sénégal",""
"1738979007-405","https://sn.coinafrique.com/categorie/moutons?page=6","Femelle ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3316286","Femelle ladoum","750 CFA","Dakar, Sénégal",""
"1738979011-406","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-3332059","Mouton femelle Ladoum","350 000 CFA","Ouakam, Dakar, Sénégal",""
"1738979015-407","https://sn.coinafrique.com/categorie/moutons?page=6","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3340347","Moutons","350 000 CFA","Rufisque, Sénégal",""
"1738979018-408","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3360589","Mouton ladoum","Prix sur demande","Cambérène, Dakar, Sénégal",""
"1738979022-409","https://sn.coinafrique.com/categorie/moutons?page=6","Ladoum","https://sn.coinafrique.com/annonce/moutons/ladoum-3360594","Ladoum","225 000 CFA","Cambérène, Dakar, Sénégal",""
"1738979025-410","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3378597","Mouton ladoum","550 000 CFA","Pikine, Sénégal",""
"1738979030-411","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3384593","Mouton Ladoum","900 000 CFA","Mbao, Dakar, Sénégal",""
"1738979033-412","https://sn.coinafrique.com/categorie/moutons?page=6","Femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3392497","Femelle Ladoum","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1738979037-413","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton mâle ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-male-ladoum-3409172","Mouton mâle ladoum","1 200 000 CFA","Guediawaye, Dakar, Sénégal",""
"1738979041-414","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3414402","Mouton ladoum","700 000 CFA","Keur Massar, Sénégal",""
"1738979044-415","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3417843","Mouton Ladoum","Prix sur demande","Touba, Sénégal",""
"1738979047-416","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3417856","Mouton Ladoum","Prix sur demande","Touba, Sénégal",""
"1738979050-417","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3421875","Mouton Ladoum","Prix sur demande","Touba, Sénégal",""
"1738979054-418","https://sn.coinafrique.com/categorie/moutons?page=6","Couple mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/couple-mouton-ladoum-3422330","Couple mouton Ladoum","1 300 000 CFA","Mbour, Sénégal",""
"1738979058-419","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton  ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3424687","Mouton  ladoum","Prix sur demande","Touba, Sénégal",""
"1738979061-420","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3429263","Mouton Ladoum","250 000 CFA","Keur Massar, Sénégal",""
"1738979075-421","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-3429271","Mouton femelle Ladoum","150 000 CFA","Keur Massar, Sénégal",""
"1738979079-422","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum Pur sang","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-pur-sang-3434097","Mouton Ladoum Pur sang","Prix sur demande","Touba, Sénégal",""
"1738979083-423","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3442590","Mouton Ladoum","Prix sur demande","Sicap Liberté, Dakar, Sénégal",""
"1738979087-424","https://sn.coinafrique.com/categorie/moutons?page=5","Couple Ladoum","https://sn.coinafrique.com/annonce/moutons/couple-ladoum-3445236","Couple Ladoum","1 700 000 CFA","Touba, Sénégal",""
"1738979090-425","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3446605","Mouton","300 000 CFA","Dakar, Sénégal",""
"1738979094-426","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3448101","Mouton ladoum","Prix sur demande","Ouest Foire, Dakar, Sénégal",""
"1738979097-427","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3448105","Mouton","Prix sur demande","Ouest Foire, Dakar, Sénégal",""
"1738979099-428","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3448107","Mouton","Prix sur demande","Ouest Foire, Dakar, Sénégal",""
"1738979102-429","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3451581","Mouton","Prix sur demande","Ouest Foire, Dakar, Sénégal",""
"1738979106-430","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3454225","Mouton Ladoum","350 CFA","Dakar, Sénégal",""
"1738979110-431","https://sn.coinafrique.com/categorie/moutons?page=5","Agneau","https://sn.coinafrique.com/annonce/moutons/agneau-3454236","Agneau","100 CFA","Mbao, Dakar, Sénégal",""
"1738979113-432","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3454257","Mouton","250 CFA","Mbao, Dakar, Sénégal",""
"1738979116-433","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3456563","Moutons","50 000 CFA","Mbao, Dakar, Sénégal",""
"1738979119-434","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3456566","Moutons","300 CFA","Mbao, Dakar, Sénégal",""
"1738979123-435","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3480516","Moutons","100 000 CFA","Medina, Dakar, Sénégal",""
"1738979127-436","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Azawate","https://sn.coinafrique.com/annonce/moutons/mouton-azawate-3486760","Mouton Azawate","350 000 CFA","Louga, Sénégal",""
"1738979129-437","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3496815","Moutons","200 000 CFA","Dakar, Sénégal",""
"1738979133-438","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Azawate pur sang","https://sn.coinafrique.com/annonce/moutons/mouton-azawate-pur-sang-3503706","Mouton Azawate pur sang","500 000 CFA","Dakar, Sénégal",""
"1738979137-439","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3515632","Moutons","150 000 CFA","Rufisque, Sénégal",""
"1738979141-440","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3525532","Moutons","400 000 CFA","Louga, Sénégal",""
"1738979144-441","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3526953","Femelle Ladoum","300 000 CFA","Mbao, Dakar, Sénégal",""
"1738979148-442","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3527221","Mouton ladoum","600 000 CFA","Dakar, Sénégal",""
"1738979151-443","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton ladoume","https://sn.coinafrique.com/annonce/moutons/mouton-ladoume-3537709","Mouton ladoume","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal",""
"1738979155-444","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Géniteur Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-geniteur-ladoum-3543117","Mouton Géniteur Ladoum","500 000 CFA","Dakar, Sénégal",""
"1738979158-445","https://sn.coinafrique.com/categorie/moutons?page=5","Géniteur Ladoum","https://sn.coinafrique.com/annonce/moutons/geniteur-ladoum-3543142","Géniteur Ladoum","500 000 CFA","Dakar, Sénégal",""
"1738979161-446","https://sn.coinafrique.com/categorie/moutons?page=5","Femmelle métisse Ladoum","https://sn.coinafrique.com/annonce/moutons/femmelle-metisse-ladoum-3543145","Femmelle métisse Ladoum","100 000 CFA","Dakar, Sénégal",""
"1738979164-447","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3552558","Moutons","400 000 CFA","Sacré-Coeur, Dakar, Sénégal",""
"1738979168-448","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-3560816","Mouton femelle Ladoum","Prix sur demande","Thies, Sénégal",""
"1738979171-449","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-3566393","Mouton femelle Ladoum","300 000 CFA","Rufisque, Sénégal",""
"1738979175-450","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-3571469","Mouton femelle Ladoum","600 000 CFA","Dakar, Sénégal",""
"1738979179-451","https://sn.coinafrique.com/categorie/moutons?page=5","Femelles ladoum pur sang","https://sn.coinafrique.com/annonce/moutons/femelles-ladoum-pur-sang-3584679","Femelles ladoum pur sang","Prix sur demande","Dakar Plateau, Dakar, Sénégal",""
"1738979183-452","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3585311","Femelle Ladoum","Prix sur demande","Keur Massar, Sénégal",""
"1738979187-453","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton mâle","https://sn.coinafrique.com/annonce/moutons/mouton-male-3586498","Mouton mâle","Prix sur demande","Keur Massar, Sénégal",""
"1738979190-454","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3587538","Mouton Ladoum","600 000 CFA","Dakar, Sénégal",""
"1738979193-455","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton mâle","https://sn.coinafrique.com/annonce/moutons/mouton-male-3596103","Mouton mâle","850 000 CFA","Dakar, Sénégal",""
"1738979196-456","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3603572","Mouton Ladoum","250 CFA","Cambérène, Dakar, Sénégal",""
"1738979200-457","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3607678","Moutons","110 000 CFA","Pikine, Sénégal",""
"1738979204-458","https://sn.coinafrique.com/categorie/moutons?page=5","Agnelle","https://sn.coinafrique.com/annonce/moutons/agnelle-3609506","Agnelle","Prix sur demande","Touba, Sénégal",""
"1738979207-459","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3609797","Mouton Ladoum","500 000 CFA","Rufisque, Sénégal",""
"1738979212-460","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3611614","Mouton","Prix sur demande","Dakar Plateau, Dakar, Sénégal",""
"1738979216-461","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3612042","Femelle Ladoum","700 000 CFA","Guédiawaye, Dakar, Sénégal",""
"1738979220-462","https://sn.coinafrique.com/categorie/moutons?page=5","Agneaux Ladoum","https://sn.coinafrique.com/annonce/moutons/agneaux-ladoum-3612958","Agneaux Ladoum","Prix sur demande","Keur Massar, Sénégal",""
"1738979224-463","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3639060","Mouton","70 000 CFA","Guediawaye, Dakar, Sénégal",""
"1738979228-464","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Kharr Yarr","https://sn.coinafrique.com/annonce/moutons/mouton-kharr-yarr-3644252","Mouton Kharr Yarr","58 000 CFA","Yoff, Dakar, Sénégal",""
"1738979232-465","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle azawatte pur sang - agneau ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-azawatte-pur-sang-agneau-ladoum-3646261","Femelle azawatte pur sang - agneau ladoum","300 CFA","Cambérène, Dakar, Sénégal",""
"1738979235-466","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3651908","Mouton Ladoum","600 000 CFA","Kaolack, Sénégal",""
"1738979239-467","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3652312","Mouton","280 CFA","Dakar, Sénégal",""
"1738979242-468","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3652330","Mouton Ladoum","800 000 CFA","Dakar, Sénégal",""
"1738979247-469","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3653521","Mouton","Prix sur demande","Diamniadio, Sénégal",""
"1738979250-470","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton azawatte + agneau","https://sn.coinafrique.com/annonce/moutons/mouton-azawatte-agneau-3656187","Mouton azawatte + agneau","300 CFA","Cambérène, Dakar, Sénégal",""
"1738979253-471","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3657180","Mouton Ladoum","500 000 CFA","Mbour, Sénégal",""
"1738979257-472","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3660872","Mouton","300 CFA","Thies, Sénégal",""
"1738979261-473","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Azawat","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-3667710","Mouton Azawat","500 000 CFA","Guediawaye, Dakar, Sénégal",""
"1738979265-474","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3668212","Mouton","70 000 CFA","Guediawaye, Dakar, Sénégal",""
"1738979268-475","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3672395","Mouton","500 CFA","Dakar, Sénégal",""
"1738979271-476","https://sn.coinafrique.com/categorie/moutons?page=5","Ladoum","https://sn.coinafrique.com/annonce/moutons/ladoum-3679572","Ladoum","800 000 CFA","Keur Massar, Sénégal",""
"1738979274-477","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3684289","Mouton","800 000 CFA","Keur Massar, Sénégal",""
"1738979278-478","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle gastante + brebis","https://sn.coinafrique.com/annonce/moutons/femelle-gastante-brebis-3684621","Femelle gastante + brebis","800 CFA","Touba, Sénégal",""
"1738979282-479","https://sn.coinafrique.com/categorie/moutons?page=5","Ladoum","https://sn.coinafrique.com/annonce/moutons/ladoum-3686702","Ladoum","Prix sur demande","Guediawaye, Dakar, Sénégal",""
"1738979285-480","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3695055","Mouton Ladoum","1 500 000 CFA","Guediawaye, Dakar, Sénégal",""
"1738979289-481","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3695058","Femelle ladoum","1 000 000 CFA","Guediawaye, Dakar, Sénégal",""
"1738979292-482","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle ladum","https://sn.coinafrique.com/annonce/moutons/femelle-ladum-3695634","Femelle ladum","175 000 CFA","Keur Massar, Sénégal",""
"1738979296-483","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3697040","Mouton Ladoum","Prix sur demande","Cambérène, Dakar, Sénégal",""
"1738979299-484","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3704136","Mouton","300 CFA","Dakar, Sénégal",""
"1738979301-485","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3704138","Mouton","375 000 CFA","Dakar, Sénégal",""
"1738979305-486","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3704976","Mouton","325 CFA","Dakar, Sénégal",""
"1738979308-487","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3705034","Mouton","180 000 CFA","Rufisque, Sénégal",""
"1738979311-488","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3705038","Mouton","160 000 CFA","Rufisque, Sénégal",""
"1738979315-489","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons tabaski","https://sn.coinafrique.com/annonce/moutons/moutons-tabaski-3705347","Moutons tabaski","Prix sur demande","Keur Massar, Sénégal",""
"1738979320-490","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3705520","Mouton Ladoum","600 000 CFA","Kaolack, Sénégal",""
"1738979323-491","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3705954","Mouton","Prix sur demande","Thies, Sénégal",""
"1738979327-492","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3706613","Moutons","Prix sur demande","Thies, Sénégal",""
"1738979331-493","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3707762","Mouton","600 000 CFA","Kaolack, Sénégal",""
