web-scraper-order,web-scraper-start-url,Mouton_Links,Mouton_Links-href,Nom,Price,Addresse,Lien_image
"1738978352-224","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3175573","Mouton","Prix sur demande","Dakar, Sénégal",""
"1738978357-225","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3177016","Mouton","350 000 CFA","Medina, Dakar, Sénégal",""
"1738978359-226","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3177020","Mouton","200 000 CFA","Medina, Dakar, Sénégal",""
"1738978362-227","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3177877","Mouton","220 000 CFA","Bambey, Sénégal",""
"1738978366-228","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3178152","Mouton","Prix sur demande","Dakar, Sénégal",""
"1738978370-229","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3178805","Mouton","1 750 000 CFA","Louga, Sénégal",""
"1738978374-230","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3179150","Mouton","Prix sur demande","Tambacounda, Sénégal",""
"1738978377-231","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3179224","Mouton","170 CFA","Dakar, Sénégal",""
"1738978380-232","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3179230","Mouton","200 CFA","Dakar, Sénégal",""
"1738978382-233","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3179234","Mouton","90 000 CFA","Dakar, Sénégal",""
"1738978385-234","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3179377","Mouton","375 000 CFA","Yoff, Dakar, Sénégal",""
"1738978389-235","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3180224","Mouton","350 CFA","Guediawaye, Dakar, Sénégal",""
"1738978393-236","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton Métisse Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-metisse-ladoum-3180227","Mouton Métisse Ladoum","250 CFA","Guediawaye, Dakar, Sénégal",""
"1738978397-237","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton de Tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-3180230","Mouton de Tabaski","110 CFA","Guediawaye, Dakar, Sénégal",""
"1738978401-238","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton de tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-3181349","Mouton de tabaski","200 CFA","Ouakam, Dakar, Sénégal",""
"1738978405-239","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton de tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-3181418","Mouton de tabaski","200 CFA","Ouakam, Dakar, Sénégal",""
"1738978408-240","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3181577","Mouton","450 000 CFA","Mbao, Dakar, Sénégal",""
"1738978411-241","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3182105","Mouton","300 CFA","Guediawaye, Dakar, Sénégal",""
"1738978413-242","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3182484","Mouton","260 CFA","Dakar, Sénégal",""
"1738978417-243","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3182534","Mouton","160 CFA","Dakar, Sénégal",""
"1738978420-244","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3182701","Mouton","Prix sur demande","Dakar, Sénégal",""
"1738978424-245","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3182889","Mouton","230 000 CFA","Diourbel, Sénégal",""
"1738978428-246","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-3183165","Mouton femelle Ladoum","400 000 CFA","Cambérène, Dakar, Sénégal",""
"1738978432-247","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton  Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3183168","Mouton  Ladoum","400 000 CFA","Cambérène, Dakar, Sénégal",""
"1738978435-248","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3184064","Mouton","270 CFA","Guediawaye, Dakar, Sénégal",""
"1738978438-249","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3185046","Mouton","900 000 CFA","Dakar, Sénégal",""
"1738978443-250","https://sn.coinafrique.com/categorie/moutons?page=8","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3185715","Moutons","300 000 CFA","Thies, Sénégal",""
"1738978446-251","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3186295","Mouton","110 000 CFA","Cambérène, Dakar, Sénégal",""
"1738978449-252","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3187248","Mouton","380 000 CFA","Dakar, Sénégal",""
"1738978467-253","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3187256","Mouton Ladoum","380 000 CFA","Mbour, Sénégal",""
"1738978470-254","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3188982","Mouton","350 000 CFA","Diourbel, Sénégal",""
"1738978474-255","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3190361","Mouton Ladoum","850 000 CFA","Keur Massar, Sénégal",""
"1738978478-256","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3191637","Mouton Ladoum","750 000 CFA","Dakar, Sénégal",""
"1738978481-257","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3191774","Mouton","300 000 CFA","Kaolack, Sénégal",""
"1738978484-258","https://sn.coinafrique.com/categorie/moutons?page=7","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3191902","Moutons","135 000 CFA","Mbao, Dakar, Sénégal",""
"1738978487-259","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3191908","Mouton","165 000 CFA","Mbao, Dakar, Sénégal",""
"1738978490-260","https://sn.coinafrique.com/categorie/moutons?page=7","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3192678","Moutons","200 000 CFA","Bambey, Sénégal",""
"1738978495-261","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3193054","Mouton ladoum","500 000 CFA","Fann, Dakar, Sénégal",""
"1738978499-262","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3193500","Mouton Ladoum","Prix sur demande","Dakar, Sénégal",""
"1738978502-263","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3193581","Mouton","110 000 CFA","Medina, Dakar, Sénégal",""
"1738978506-264","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton ladoume","https://sn.coinafrique.com/annonce/moutons/mouton-ladoume-3194082","Mouton ladoume","6 000 CFA","Dakar, Sénégal",""
"1738978508-265","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3194149","Mouton","Prix sur demande","Dakar, Sénégal",""
"1738978512-266","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-tabaski-3194403","Mouton tabaski","150 000 CFA","Ouakam, Dakar, Sénégal",""
"1738978516-267","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton Azawatt","https://sn.coinafrique.com/annonce/moutons/mouton-azawatt-3194610","Mouton Azawatt","275 000 CFA","Mbao, Dakar, Sénégal",""
"1738978520-268","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3195290","Mouton","225 000 CFA","Bambey, Sénégal",""
"1738978523-269","https://sn.coinafrique.com/categorie/moutons?page=7","Ladoum femelle","https://sn.coinafrique.com/annonce/moutons/ladoum-femelle-3196019","Ladoum femelle","4 000 000 CFA","Cambérène, Dakar, Sénégal",""
"1738978526-270","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3196466","Mouton","350 000 CFA","Dakar, Sénégal",""
"1738978529-271","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3196624","Mouton","250 000 CFA","Guediawaye, Dakar, Sénégal",""
"1738978532-272","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3196628","Mouton","170 000 CFA","Guediawaye, Dakar, Sénégal",""
"1738978536-273","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3196963","Mouton","150 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1738978538-274","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3198206","Mouton","Prix sur demande","Louga, Sénégal",""
"1738978542-275","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3198242","Mouton Ladoum","400 000 CFA","Dakar, Sénégal",""
"1738978545-276","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3198550","Mouton","250 000 CFA","Louga, Sénégal",""
"1738978548-277","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3198633","Mouton","200 000 CFA","Bambey, Sénégal",""
"1738978551-278","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3198836","Mouton","190 000 CFA","Guediawaye, Dakar, Sénégal",""
"1738978554-279","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3198840","Mouton","180 000 CFA","Guediawaye, Dakar, Sénégal",""
"1738978557-280","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3198958","Mouton","400 000 CFA","Mbour, Sénégal",""
"1738978561-281","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3199275","Mouton","300 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1738978563-282","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3200136","Mouton","200 000 CFA","Mbao, Dakar, Sénégal",""
"1738978567-283","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3200161","Mouton","125 000 CFA","Cambérène, Dakar, Sénégal",""
"1738978570-284","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3201369","Mouton","150 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1738978573-285","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3201372","Mouton","160 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1738978576-286","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3201379","Mouton","160 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1738978580-287","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3202906","Mouton","175 CFA","Dakar, Sénégal",""
"1738978583-288","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3204480","Mouton","225 000 CFA","Mbao, Dakar, Sénégal",""
"1738978587-289","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3204555","Mouton","800 000 CFA","Ouakam, Dakar, Sénégal",""
"1738978592-290","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3204834","Mouton","275 000 CFA","Fass, Dakar, Sénégal",""
"1738978595-291","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3204846","Mouton","275 000 CFA","Mbao, Dakar, Sénégal",""
"1738978599-292","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3205330","Mouton","180 CFA","Dakar, Sénégal",""
"1738978602-293","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3205339","Mouton","140 CFA","Dakar, Sénégal",""
"1738978605-294","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3205391","Mouton","300 000 CFA","Mbao, Dakar, Sénégal",""
"1738978610-295","https://sn.coinafrique.com/categorie/moutons?page=7","Femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3206471","Femelle Ladoum","900 000 CFA","Pikine, Sénégal",""
"1738978614-296","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3207795","Mouton","Prix sur demande","Dakar, Sénégal",""
"1738978620-297","https://sn.coinafrique.com/categorie/moutons?page=7","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3207881","Moutons","Prix sur demande","HLM, Dakar, Sénégal",""
"1738978625-298","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-tabaski-3207991","Mouton tabaski","220 000 CFA","Dakar, Sénégal",""
"1738978628-299","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3208371","Mouton","170 CFA","Dakar, Sénégal",""
"1738978631-300","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3208783","Mouton","245 000 CFA","Ouakam, Dakar, Sénégal",""
"1738978634-301","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3208863","Mouton","290 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1738978637-302","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton ladoum azawatt","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-azawatt-3208866","Mouton ladoum azawatt","150 000 CFA","Dakar, Sénégal",""
"1738978640-303","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3208872","Mouton","520 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1738978643-304","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton ladoum azawatt","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-azawatt-3208875","Mouton ladoum azawatt","Prix sur demande","Dakar, Sénégal",""
"1738978646-305","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3208888","Mouton","720 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1738978650-306","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3208890","Mouton","300 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1738978653-307","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3208892","Mouton","150 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1738978656-308","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3208897","Mouton","200 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1738978659-309","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3208903","Mouton","230 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1738978663-310","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3209125","Mouton ladoum","700 000 CFA","Colobane, Dakar, Sénégal",""
"1738978667-311","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3209310","Mouton","125 000 CFA","Yoff, Dakar, Sénégal",""
"1738978670-312","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3209314","Mouton","160 000 CFA","Yoff, Dakar, Sénégal",""
"1738978673-313","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3209318","Mouton","170 000 CFA","Yoff, Dakar, Sénégal",""
"1738978676-314","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3209798","Mouton","220 000 CFA","Dakar, Sénégal",""
"1738978680-315","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3209806","Mouton","230 000 CFA","Dakar, Sénégal",""
"1738978683-316","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3210353","Mouton","170 CFA","Ouakam, Dakar, Sénégal",""
"1738978686-317","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3210359","Mouton","210 CFA","Ouakam, Dakar, Sénégal",""
"1738978689-318","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3210365","Mouton","170 CFA","Ouakam, Dakar, Sénégal",""
"1738978692-319","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3210932","Mouton","300 000 CFA","Dakar, Sénégal",""
"1738978696-320","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton Bali Bali","https://sn.coinafrique.com/annonce/moutons/mouton-bali-bali-3211305","Mouton Bali Bali","210 000 CFA","Cambérène, Dakar, Sénégal",""
"1738978699-321","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3211669","Mouton","320 000 CFA","Dakar, Sénégal",""
"1738978704-322","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3211689","Mouton","250 000 CFA","Almadies, Dakar, Sénégal",""
"1738978706-323","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3211721","Mouton","215 000 CFA","Cambérène, Dakar, Sénégal",""
"1738978712-324","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3212534","Mouton","150 000 CFA","Matam, Sénégal",""
"1738978715-325","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3212567","Mouton","160 CFA","Guediawaye, Dakar, Sénégal",""
"1738978720-326","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3212869","Mouton","680 CFA","Sicap Liberté, Dakar, Sénégal",""
"1738978723-327","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton Ladoum Azawatt","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-azawatt-3213116","Mouton Ladoum Azawatt","Prix sur demande","Dakar, Sénégal",""
"1738978727-328","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3213921","Mouton Ladoum","280 000 CFA","Dakar, Sénégal",""
"1738978731-329","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3214030","Mouton","210 000 CFA","Pikine, Sénégal",""
"1738978734-330","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3215045","Mouton","250 000 CFA","Thies, Sénégal",""
"1738978737-331","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3215139","Mouton","Prix sur demande","Mbao, Dakar, Sénégal",""
"1738978740-332","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3215274","Mouton","215 000 CFA","Cambérène, Dakar, Sénégal",""
"1738978744-333","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3215907","Mouton","125 000 CFA","Yoff, Dakar, Sénégal",""
"1738978748-334","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3215910","Mouton","170 000 CFA","Yoff, Dakar, Sénégal",""
"1738978752-335","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3216121","Mouton","170 000 CFA","Cambérène, Dakar, Sénégal",""
"1738978755-336","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3216122","Mouton","150 000 CFA","Cambérène, Dakar, Sénégal",""
"1738978769-337","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3217736","Mouton","600 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1738978772-338","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton de tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-3218024","Mouton de tabaski","550 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1738978777-339","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton élevage","https://sn.coinafrique.com/annonce/moutons/mouton-elevage-3218187","Mouton élevage","105 000 CFA","Guediawaye, Dakar, Sénégal",""
"1738978780-340","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3218372","Mouton","45 000 CFA","Keur Massar, Sénégal",""
"1738978783-341","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton métisse Toubab beer Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-metisse-toubab-beer-ladoum-3218966","Mouton métisse Toubab beer Ladoum","235 000 CFA","Medina, Dakar, Sénégal",""
"1738978787-342","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3219247","Mouton","225 000 CFA","Pikine, Sénégal",""
"1738978790-343","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton de tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-3220217","Mouton de tabaski","200 000 CFA","Colobane, Dakar, Sénégal",""
"1738978795-344","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3221005","Mouton","Prix sur demande","Grand Dakar, Dakar, Sénégal",""
"1738978798-345","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3221011","Mouton","Prix sur demande","Grand Dakar, Dakar, Sénégal",""
"1738978802-346","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3221076","Mouton ladoum","1 000 500 CFA","Patte d'oie, Dakar, Sénégal",""
"1738978806-347","https://sn.coinafrique.com/categorie/moutons?page=6","Agneau ladoum","https://sn.coinafrique.com/annonce/moutons/agneau-ladoum-3221082","Agneau ladoum","750 000 CFA","Patte d'oie, Dakar, Sénégal",""
"1738978809-348","https://sn.coinafrique.com/categorie/moutons?page=6","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3221174","Moutons","Prix sur demande","Grand Dakar, Dakar, Sénégal",""
"1738978813-349","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3222040","Mouton","200 000 350 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1738978816-350","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3222227","Mouton","175 CFA","Dakar, Sénégal",""
"1738978820-351","https://sn.coinafrique.com/categorie/moutons?page=6","Bélier élevage","https://sn.coinafrique.com/annonce/moutons/belier-elevage-3222700","Bélier élevage","190 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1738978823-352","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3223126","Mouton","210 000 CFA","Medina, Dakar, Sénégal",""
"1738978827-353","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3223832","Mouton","250 000 CFA","Mbao, Dakar, Sénégal",""
"1738978829-354","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3224262","Mouton","Prix sur demande","Grand Dakar, Dakar, Sénégal",""
"1738978832-355","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3224266","Mouton","Prix sur demande","Grand Dakar, Dakar, Sénégal",""
"1738978836-356","https://sn.coinafrique.com/categorie/moutons?page=6","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3224918","Moutons","Prix sur demande","Grand Dakar, Dakar, Sénégal",""
"1738978839-357","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3224927","Mouton ladoum","400 000 CFA","Dakar, Sénégal",""
"1738978843-358","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3225091","Mouton","160 000 CFA","Dakar, Sénégal",""
"1738978847-359","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3225293","Mouton ladoum","550 000 CFA","Thies, Sénégal",""
"1738978851-360","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3225377","Mouton","165 000 CFA","Grand Dakar, Dakar, Sénégal",""
"1738978854-361","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3225419","Mouton","Prix sur demande","Dakar, Sénégal",""
